t,c,ch,h,l,mv,ra,se,va,vo
020700,1046.99,0,1046.99,1046.99,0,0,65,0,0
020655,1046.99,0,1046.99,1046.99,0,0,64,0,0
020650,1046.99,0,1046.99,1046.99,0,0,63,0,0
020645,1046.99,0,1046.99,1046.99,0,0,62,0,0
020640,1046.99,0,1046.99,1046.99,0,0,61,0,0
020635,1046.99,0,1046.99,1046.99,0,0,60,0,0
020630,1046.99,0,1046.99,1046.99,0,0,59,0,0
020625,1046.99,0,1046.99,1046.99,0,0,58,0,0
020620,1046.99,0,1046.99,1046.99,0,0,57,0,0
020615,1046.99,0,1046.99,1046.99,0,0,56,0,0
020610,1046.99,0,1046.99,1046.99,0,0,55,0,0
020605,1046.99,0,1046.99,1046.99,0,0,54,0,0
020600,1046.99,0,1046.99,1046.99,0,0,53,0,0
020555,1046.99,0,1046.99,1046.99,0,0,52,0,0
020550,1046.99,0,1046.99,1046.99,0,0,51,0,0
020545,1046.99,0,1046.99,1046.99,0,0,50,0,0
020540,1046.99,0,1046.99,1046.99,0,0,49,0,0
020535,1046.99,0,1046.99,1046.99,0,0,48,0,0
020530,1046.99,0,1046.99,1046.99,0,0,47,0,0
020525,1046.99,0,1046.99,1046.99,0,0,46,0,0
020520,1046.99,0,1046.99,1046.99,0,0,45,0,0
020514,1046.99,0,1046.99,1046.99,0,0,44,0,0
021335,1046.99,0,1046.99,1046.99,0,0,144,0,0
021355,1046.99,0,1046.99,1046.99,0,0,148,0,0
021350,1046.99,0,1046.99,1046.99,0,0,147,0,0
021345,1046.99,0,1046.99,1046.99,0,0,146,0,0
021340,1046.99,0,1046.99,1046.99,0,0,145,0,0
021415,1046.99,0,1046.99,1046.99,0,0,152,0,0
021410,1046.99,0,1046.99,1046.99,0,0,151,0,0
021405,1046.99,0,1046.99,1046.99,0,0,150,0,0
021400,1046.99,0,1046.99,1046.99,0,0,149,0,0
021435,1046.99,0,1046.99,1046.99,0,0,156,0,0
021430,1046.99,0,1046.99,1046.99,0,0,155,0,0
021425,1046.99,0,1046.99,1046.99,0,0,154,0,0
021420,1046.99,0,1046.99,1046.99,0,0,153,0,0
021450,1046.99,0,1046.99,1046.99,0,0,159,0,0
021445,1046.99,0,1046.99,1046.99,0,0,158,0,0
021440,1046.99,0,1046.99,1046.99,0,0,157,0,0
021510,1053.18,6.19,1053.18,1053.18,15100,0.59,163,40433000000,1856200
021505,1053.29,6.3,1053.29,1053.29,52600,0.6,162,40109000000,1841100
021500,1053.48,6.49,1053.48,1053.48,1788500,0.62,161,38968000000,1788500
021455,1046.99,0.0,1046.99,1046.99,0,0.0,160,0,0
021530,1053.78,6.79,1053.78,1053.78,15600,0.65,44257000000,2032400,
021525,1053.46,6.47,1053.46,1053.46,114900,0.62,43921000000,2016800,
021520,1053.26,6.27,1053.26,1053.26,32700,0.6,41462000000,1901900,
021515,1053.23,6.24,1053.23,1053.23,13000,0.6,40699000000,1869200,164.0
021550,1053.53,6.54,1053.53,1053.53,16000,0.62,3.0,49769000000,2282900
021545,1053.67,6.68,1053.67,1053.67,7100,0.64,2.0,49511000000,2266900
021540,1053.87,6.88,1053.87,1053.87,243000,0.66,1.0,49350000000,2259800
021535,1054.04,7.05,1054.04,1054.04,56300,0.67,,45270000000,2088700
021610,1054.08,7.09,1054.08,1054.08,13100,0.68,7.0,57985000000,2684100
021605,1054.09,7.1,1054.09,1054.09,135700,0.68,6.0,57569000000,2671000
021600,1054.29,7.3,1054.29,1054.29,68000,0.7,5.0,54953000000,2535300
021555,1054.37,7.38,1054.37,1054.37,184400,0.7,4.0,53559000000,2467300
021630,1054.24,7.25,1054.24,1054.24,56500,0.69,11.0,60149000000,2798400
021625,1054.34,7.35,1054.34,1054.34,24400,0.7,10.0,59087000000,2741900
021620,1054.05,7.06,1054.05,1054.05,23800,0.67,9.0,58614000000,2717500
021615,1054.3,7.31,1054.3,1054.3,9600,0.7,8.0,58118000000,2693700
021650,1054.7,7.71,1054.7,1054.7,28500,0.74,15.0,63112000000,2946300
021645,1054.37,7.38,1054.37,1054.37,20100,0.7,14.0,62671000000,2917800
021640,1054.44,7.45,1054.44,1054.44,56200,0.71,13.0,62110000000,2897700
021635,1054.38,7.39,1054.38,1054.38,43100,0.71,12.0,60963000000,2841500
021710,1054.75,7.76,1054.75,1054.75,149100,0.74,19.0,67899000000,3162400
021705,1054.69,7.7,1054.69,1054.69,36700,0.74,18.0,64381000000,3013300
021700,1054.69,7.7,1054.69,1054.69,11200,0.74,17.0,63760000000,2976600
021655,1054.69,7.7,1054.69,1054.69,19100,0.74,16.0,63490000000,2965400
021725,1054.67,7.68,1054.67,1054.67,3200,0.73,22.0,69003000000,3211000
021720,1054.51,7.52,1054.51,1054.51,21100,0.72,21.0,68941000000,3207800
021715,1054.67,7.68,1054.67,1054.67,24300,0.73,20.0,68438000000,3186700
021745,1054.64,7.65,1054.64,1054.64,50900,0.73,26.0,75447000000,3560500
021740,1054.81,7.82,1054.81,1054.81,141000,0.75,25.0,74230000000,3509600
021735,1054.82,7.83,1054.82,1054.82,131400,0.75,24.0,71679000000,3368600
021730,1054.51,7.52,1054.51,1054.51,26200,0.72,23.0,69418000000,3237200
021805,1054.56,7.57,1054.56,1054.56,26900,0.72,30.0,78868000000,3726900
021800,1054.57,7.58,1054.57,1054.57,17500,0.72,29.0,78127000000,3700000
021755,1054.67,7.68,1054.67,1054.67,45500,0.73,28.0,77575000000,3682500
021750,1054.8,7.81,1054.8,1054.8,76500,0.75,27.0,76630000000,3637000
021825,1054.4,7.41,1054.4,1054.4,46300,0.71,34.0,82692000000,3931400
021820,1054.21,7.22,1054.21,1054.21,35300,0.69,33.0,81734000000,3885100
021815,1054.25,7.26,1054.25,1054.25,21300,0.69,32.0,81040000000,3849800
021810,1054.21,7.22,1054.21,1054.21,101600,0.69,31.0,80483000000,3828500
021845,1054.74,7.75,1054.74,1054.74,117300,0.74,38.0,87615000000,4164700
021840,1054.7,7.71,1054.7,1054.7,19900,0.74,37.0,85149000000,4047400
021835,1054.61,7.62,1054.61,1054.61,66900,0.73,36.0,84706000000,4027500
021830,1054.48,7.49,1054.48,1054.48,29200,0.72,35.0,83331000000,3960600
021905,1054.23,7.24,1054.23,1054.23,20400,0.69,42.0,89626000000,4259900
021900,1054.15,7.16,1054.15,1054.15,43200,0.68,41.0,89203000000,4239500
021855,1054.19,7.2,1054.19,1054.19,23000,0.69,40.0,88285000000,4196300
021850,1054.25,7.26,1054.25,1054.25,8600,0.69,39.0,87831000000,4173300
021925,1054.49,7.5,1054.49,1054.49,41100,0.72,46.0,97698000000,4595500
021920,1054.62,7.63,1054.62,1054.62,85300,0.73,45.0,96863000000,4554400
021915,1054.56,7.57,1054.56,1054.56,65800,0.72,44.0,94813000000,4469100
021910,1054.44,7.45,1054.44,1054.44,143400,0.71,43.0,93097000000,4403300
021945,1054.81,7.82,1054.81,1054.81,5200,0.75,50.0,99059000000,4649000
021940,1054.92,7.93,1054.92,1054.92,32600,0.76,49.0,98753000000,4643800
021935,1054.91,7.92,1054.91,1054.91,5600,0.76,48.0,98059000000,4611200
021930,1054.76,7.77,1054.76,1054.76,10100,0.74,47.0,97931000000,4605600
022000,1054.99,8.0,1054.99,1054.99,16600,0.76,53.0,101110000000,4747200
021955,1054.98,7.99,1054.98,1054.98,58200,0.76,52.0,100673000000,4730600
021950,1054.81,7.82,1054.81,1054.81,23400,0.75,51.0,99504000000,4672400
022020,1055.16,8.17,1055.16,1055.16,17400,0.78,57.0,103528000000,4850300
022015,1055.0,8.01,1055.0,1055.0,24900,0.77,56.0,103108000000,4832900
022010,1055.0,8.01,1055.0,1055.0,44500,0.77,55.0,102516000000,4808000
022005,1055.2,8.21,1055.2,1055.2,16300,0.78,54.0,101513000000,4763500
022040,1054.6,7.61,1054.6,1054.6,80500,0.73,61.0,107672000000,5037500
022035,1054.88,7.89,1054.88,1054.88,46900,0.75,60.0,105951000000,4957000
022030,1054.54,7.55,1054.54,1054.54,27600,0.72,59.0,105022000000,4910100
022025,1055.04,8.05,1055.04,1055.04,32200,0.77,58.0,104166000000,4882500
022100,1054.6,7.61,1054.6,1054.6,71500,0.73,65.0,110179000000,5145300
022055,1055.01,8.02,1055.01,1055.01,3300,0.77,64.0,108747000000,5073800
022050,1055.01,8.02,1055.01,1055.01,14900,0.77,63.0,108647000000,5070500
022045,1054.6,7.61,1054.6,1054.6,18100,0.73,62.0,108246000000,5055600
022120,1054.86,7.87,1054.86,1054.86,9100,0.75,69.0,113861000000,5330300
022115,1054.74,7.75,1054.74,1054.74,90900,0.74,68.0,113624000000,5321200
022110,1054.79,7.8,1054.79,1054.79,36000,0.74,67.0,111687000000,5230300
022105,1054.79,7.8,1054.79,1054.79,49000,0.74,66.0,111131000000,5194300
022140,1054.86,7.87,1054.86,1054.86,17600,0.75,73.0,116514000000,5465300
022135,1054.75,7.76,1054.75,1054.75,9100,0.74,72.0,116147000000,5447700
022130,1054.86,7.87,1054.86,1054.86,86500,0.75,71.0,115918000000,5438600
022125,1054.8,7.81,1054.8,1054.8,21800,0.75,70.0,114296000000,5352100
022200,1054.85,7.86,1054.85,1054.85,63500,0.75,77.0,120826000000,5679200
022155,1054.91,7.92,1054.91,1054.91,14500,0.76,76.0,119538000000,5615700
022150,1055.04,8.05,1055.04,1055.04,19600,0.77,75.0,119258000000,5601200
022145,1054.81,7.82,1054.81,1054.81,116300,0.75,74.0,118913000000,5581600
022220,1054.89,7.9,1054.89,1054.89,21400,0.75,81.0,123778000000,5824100
022215,1054.92,7.93,1054.92,1054.92,17300,0.76,80.0,123279000000,5802700
022210,1054.95,7.96,1054.95,1054.95,21000,0.76,79.0,122897000000,5785400
022205,1054.91,7.92,1054.91,1054.91,85200,0.76,78.0,122431000000,5764400
022235,1054.64,7.65,1054.64,1054.64,24400,0.73,84.0,125094000000,5883100
022230,1054.64,7.65,1054.64,1054.64,17200,0.73,83.0,124570000000,5858700
022225,1054.89,7.9,1054.89,1054.89,17400,0.75,82.0,124156000000,5841500
022255,1054.15,7.16,1054.15,1054.15,48200,0.68,88.0,127523000000,5992300
022250,1054.15,7.16,1054.15,1054.15,4900,0.68,87.0,126395000000,5944100
022245,1054.54,7.55,1054.54,1054.54,11700,0.72,86.0,126281000000,5939200
022240,1054.49,7.5,1054.49,1054.49,44400,0.72,85.0,126011000000,5927500
022315,1054.32,7.33,1054.32,1054.32,22000,0.7,92.0,132447000000,6217400
022310,1054.25,7.26,1054.25,1054.25,40000,0.69,91.0,132021000000,6195400
022305,1054.21,7.22,1054.21,1054.21,58800,0.69,90.0,131176000000,6155400
022300,1054.32,7.33,1054.32,1054.32,104300,0.7,89.0,129896000000,6096600
022335,1054.35,7.36,1054.35,1054.35,39500,0.7,96.0,135462000000,6367200
022330,1054.35,7.36,1054.35,1054.35,43400,0.7,95.0,134608000000,6327700
022325,1054.35,7.36,1054.35,1054.35,35500,0.7,94.0,133785000000,6284300
022320,1054.3,7.31,1054.3,1054.3,31400,0.7,93.0,133084000000,6248800
022355,1054.25,7.26,1054.25,1054.25,21000,0.69,100,138194000000,6509100
022350,1054.25,7.26,1054.25,1054.25,4100,0.69,99,137708000000,6488100
022345,1054.25,7.26,1054.25,1054.25,108800,0.69,98,137580000000,6484000
022340,1054.35,7.36,1054.35,1054.35,8000,0.7,97,135630000000,6375200
022415,1054.34,7.35,1054.34,1054.34,62200,0.7,103,140726000000,6627700
022405,1054.29,7.3,1054.29,1054.29,42900,0.7,102,139325000000,6565500
022400,1054.36,7.37,1054.36,1054.36,13500,0.7,101,138481000000,6522600
022435,1053.98,6.99,1053.98,1053.98,23800,0.67,107,144313000000,6805800
022430,1053.93,6.94,1053.93,1053.93,22600,0.66,106,143794000000,6782000
022425,1053.94,6.95,1053.94,1053.94,112000,0.66,105,143379000000,6759400
022420,1053.98,6.99,1053.98,1053.98,19700,0.67,104,141068000000,6647400
022450,1053.95,6.96,1053.95,1053.95,120500,0.66,110,147727000000,7012800
022445,1054.04,7.05,1054.04,1054.04,11800,0.67,109,145720000000,6892300
022440,1054.1,7.11,1054.1,1054.1,74700,0.68,108,145462000000,6880500
022510,1053.99,7.0,1053.99,1053.99,13800,0.67,114,151417000000,7155100
022505,1054.05,7.06,1054.05,1054.05,25800,0.67,113,151031000000,7141300
022500,1053.88,6.89,1053.88,1053.88,51800,0.66,112,149977000000,7115500
022455,1054.13,7.14,1054.13,1054.13,50900,0.68,111,148865000000,7063700
022530,1053.86,6.87,1053.86,1053.86,38700,0.66,118,153960000000,7276200
022525,1053.93,6.94,1053.93,1053.93,9000,0.66,117,153101000000,7237500
022520,1053.88,6.89,1053.88,1053.88,22400,0.66,116,152882000000,7228500
022515,1054.13,7.14,1054.13,1054.13,51000,0.68,115,152444000000,7206100
022550,1053.82,6.83,1053.82,1053.82,52300,0.65,122,158808000000,7496700
022545,1053.53,6.54,1053.53,1053.53,42300,0.62,121,157803000000,7444400
022540,1053.64,6.65,1053.64,1053.64,89700,0.64,120,156877000000,7402100
022535,1053.62,6.63,1053.62,1053.62,36200,0.63,119,154858000000,7312400
022610,1053.97,6.98,1053.97,1053.97,37600,0.67,126,164344000000,7717600
022605,1054.02,7.03,1054.02,1054.02,51100,0.67,125,163197000000,7680000
022600,1054.02,7.03,1054.02,1054.02,65600,0.67,124,162025000000,7628900
022555,1053.7,6.71,1053.7,1053.7,66600,0.64,123,160457000000,7563300
022630,1054.21,7.22,1054.21,1054.21,10100,0.69,130,167420000000,7868400
022625,1054.21,7.22,1054.21,1054.21,72400,0.69,129,167207000000,7858300
022620,1054.16,7.17,1054.16,1054.16,37400,0.68,128,165537000000,7785900
022615,1054.21,7.22,1054.21,1054.21,30900,0.69,127,164811000000,7748500
022650,1054.13,7.14,1054.13,1054.13,45900,0.68,134,171099000000,8024600
022645,1054.29,7.3,1054.29,1054.29,31400,0.7,133,169993000000,7978700
022640,1054.18,7.19,1054.18,1054.18,56000,0.69,132,169216000000,7947300
022635,1054.08,7.09,1054.08,1054.08,22900,0.68,131,167903000000,7891300
022710,1053.93,6.94,1053.93,1053.93,92100,0.66,138,176629000000,8290000
022705,1054.1,7.11,1054.1,1054.1,139800,0.68,137,174713000000,8197900
022700,1054.13,7.14,1054.13,1054.13,17700,0.68,136,171943000000,8058100
022655,1054.13,7.14,1054.13,1054.13,15800,0.68,135,171487000000,8040400
022725,1053.84,6.85,1053.84,1053.84,18600,0.65,141,178492000000,8367600
022720,1053.93,6.94,1053.93,1053.93,18400,0.66,140,178008000000,8349000
022715,1053.93,6.94,1053.93,1053.93,40600,0.66,139,177564000000,8330600
022745,1053.66,6.67,1053.66,1053.66,18000,0.64,145,182344000000,8514400
022740,1053.86,6.87,1053.86,1053.86,27900,0.66,144,181892000000,8496400
022735,1053.69,6.7,1053.69,1053.69,10400,0.64,143,181164000000,8468500
022730,1053.69,6.7,1053.69,1053.69,90500,0.64,142,180900000000,8458100
022805,1053.19,6.2,1053.19,1053.19,138100,0.59,149,187532000000,8748500
022800,1053.39,6.4,1053.39,1053.39,19400,0.61,148,184502000000,8610400
022755,1053.45,6.46,1053.45,1053.45,14800,0.62,147,184065000000,8591000
022750,1053.28,6.29,1053.28,1053.28,61800,0.6,146,183723000000,8576200
022825,1052.97,5.98,1052.97,1052.97,59100,0.57,153,192219000000,8944200
022820,1052.91,5.92,1052.91,1052.91,46200,0.57,152,190815000000,8885100
022815,1053.02,6.03,1053.02,1053.02,24600,0.58,151,189694000000,8838900
022810,1053.04,6.05,1053.04,1053.04,65800,0.58,150,189100000000,8814300
022845,1052.94,5.95,1052.94,1052.94,59800,0.57,157,197391000000,9247400
022840,1052.94,5.95,1052.94,1052.94,150900,0.57,156,196155000000,9187600
022835,1052.94,5.95,1052.94,1052.94,41000,0.57,155,194439000000,9036700
022830,1052.94,5.95,1052.94,1052.94,51500,0.57,154,193435000000,8995700
022905,1052.7,5.71,1052.7,1052.7,18800,0.55,161,200590000000,9381200
022900,1052.69,5.7,1052.69,1052.69,41500,0.54,160,200166000000,9362400
022855,1052.87,5.88,1052.87,1052.87,14000,0.56,159,199044000000,9320900
022850,1052.79,5.8,1052.79,1052.79,59500,0.55,158,198747000000,9306900
022925,1052.64,5.65,1052.64,1052.64,58300,0.54,165,204470000000,9544900
022920,1052.47,5.48,1052.47,1052.47,48000,0.52,164,203160000000,9486600
022915,1052.59,5.6,1052.59,1052.59,27200,0.53,163,201965000000,9438600
022910,1052.59,5.6,1052.59,1052.59,30200,0.53,162,201316000000,9411400
022945,1052.58,5.59,1052.58,1052.58,55900,0.53,169,207854000000,9689400
022940,1052.58,5.59,1052.58,1052.58,35700,0.53,168,206674000000,9633500
022935,1052.47,5.48,1052.47,1052.47,19700,0.52,167,205828000000,9597800
022930,1052.64,5.65,1052.64,1052.64,33200,0.54,166,205311000000,9578100
023000,1052.83,5.84,1052.83,1052.83,10700,0.56,172,209532000000,9747500
022955,1052.62,5.63,1052.62,1052.62,22500,0.54,171,209309000000,9736800
022950,1052.56,5.57,1052.56,1052.56,24900,0.53,170,208700000000,9714300
023020,1052.61,5.62,1052.61,1052.61,8000,0.54,176,214779000000,10006600
023015,1052.44,5.45,1052.44,1052.44,900,0.52,175,214488000000,9998600
023010,1052.49,5.5,1052.49,1052.49,232000,0.53,174,214467000000,9997700
023005,1052.49,5.5,1052.49,1052.49,18200,0.53,173,210091000000,9765700
023040,1052.6,5.61,1052.6,1052.6,45600,0.54,180,219188000000,10159400
023035,1052.82,5.83,1052.82,1052.82,33600,0.56,179,217434000000,10113800
023030,1052.76,5.77,1052.76,1052.76,6800,0.55,178,216687000000,10080200
023025,1052.67,5.68,1052.67,1052.67,66800,0.54,177,216495000000,10073400
023100,1052.81,5.82,1052.81,1052.81,1400,0.56,184,222353000000,10279200
023055,1052.68,5.69,1052.68,1052.68,23200,0.54,183,222286000000,10277800
023050,1052.89,5.9,1052.89,1052.89,33100,0.56,182,221559000000,10254600
023045,1052.88,5.89,1052.88,1052.88,62100,0.56,181,220648000000,10221500
023120,1052.83,5.84,1052.83,1052.83,5300,0.56,188,224260000000,10377400
023115,1052.83,5.84,1052.83,1052.83,54800,0.56,187,224127000000,10372100
023110,1052.84,5.85,1052.84,1052.84,22200,0.56,186,223081000000,10317300
023105,1052.79,5.8,1052.79,1052.79,15900,0.55,185,222676000000,10295100
023140,1052.94,5.95,1052.94,1052.94,8200,0.57,192,226096000000,10463100
023135,1052.88,5.89,1052.88,1052.88,22700,0.56,191,225857000000,10454900
023130,1052.83,5.84,1052.83,1052.83,11600,0.56,190,225357000000,10432200
023125,1052.83,5.84,1052.83,1052.83,43200,0.56,189,225053000000,10420600
023200,1053.33,6.34,1053.33,1053.33,22900,0.61,196,228105000000,10542400
023155,1053.57,6.58,1053.57,1053.57,22300,0.63,195,227496000000,10519500
023150,1053.38,6.39,1053.38,1053.38,24300,0.61,194,226816000000,10497200
023145,1052.75,5.76,1052.75,1052.75,9800,0.55,193,226468000000,10472900
023215,1053.23,6.24,1053.23,1053.23,1000,0.6,199,228459000000,10559900
023210,1053.23,6.24,1053.23,1053.23,9300,0.6,198,228399000000,10558900
023205,1053.33,6.34,1053.33,1053.33,7200,0.61,197,228242000000,10549600
023235,1053.46,6.47,1053.46,1053.46,60200,0.62,203,232745000000,10775100
023230,1053.33,6.34,1053.33,1053.33,11500,0.61,202,231753000000,10714900
023225,1053.33,6.34,1053.33,1053.33,121400,0.61,201,231436000000,10703400
023220,1053.23,6.24,1053.23,1053.23,22100,0.6,200,229013000000,10582000
023255,1053.35,6.36,1053.35,1053.35,1200,0.61,207,234030000000,10835800
023250,1053.31,6.32,1053.31,1053.31,22000,0.6,206,233985000000,10834600
023245,1053.36,6.37,1053.36,1053.36,14700,0.61,205,233633000000,10812600
023240,1053.46,6.47,1053.46,1053.46,22800,0.62,204,233316000000,10797900
023315,1053.37,6.38,1053.37,1053.37,80000,0.61,211,236542000000,10949800
023310,1053.37,6.38,1053.37,1053.37,6400,0.61,210,234820000000,10869800
023305,1053.37,6.38,1053.37,1053.37,26500,0.61,209,234685000000,10863400
023300,1053.19,6.2,1053.19,1053.19,1100,0.59,208,234051000000,10836900
023335,1053.62,6.63,1053.62,1053.62,42300,0.63,215,238313000000,11034000
023330,1053.72,6.73,1053.72,1053.72,2300,0.64,214,237476000000,10991700
023325,1053.47,6.48,1053.47,1053.47,34300,0.62,213,237419000000,10989400
023320,1053.47,6.48,1053.47,1053.47,5300,0.62,212,236732000000,10955100
023355,1053.61,6.62,1053.61,1053.61,44400,0.63,219,240828000000,11141000
023350,1053.62,6.63,1053.62,1053.62,2700,0.63,218,239855000000,11096600
023345,1053.59,6.6,1053.59,1053.59,5400,0.63,217,239793000000,11093900
023340,1053.59,6.6,1053.59,1053.59,54500,0.63,216,239695000000,11088500
023415,1053.51,6.52,1053.51,1053.51,4600,0.62,223,241796000000,11191900
023410,1053.55,6.56,1053.55,1053.55,8100,0.63,222,241566000000,11187300
023405,1053.55,6.56,1053.55,1053.55,36000,0.63,221,241432000000,11179200
023400,1053.67,6.68,1053.67,1053.67,2200,0.64,220,240863000000,11143200
023435,1053.99,7.0,1053.99,1053.99,13700,0.67,227,243187000000,11256300
023430,1054.04,7.05,1054.04,1054.04,32900,0.67,226,242807000000,11242600
023425,1053.62,6.63,1053.62,1053.62,2900,0.63,225,242203000000,11209700
023420,1053.3,6.31,1053.3,1053.3,14900,0.6,224,242146000000,11206800
023450,1053.88,6.89,1053.88,1053.88,38000,0.66,230,244757000000,11326400
023445,1053.42,6.43,1053.42,1053.42,15400,0.61,229,243883000000,11288400
023440,1053.96,6.97,1053.96,1053.96,16700,0.67,228,243559000000,11273000
023510,1053.6,6.61,1053.6,1053.6,54300,0.63,234,248938000000,11518700
023505,1053.7,6.71,1053.7,1053.7,72100,0.64,233,247646000000,11464400
023500,1053.86,6.87,1053.86,1053.86,28400,0.66,232,246123000000,11392300
023455,1053.98,6.99,1053.98,1053.98,37500,0.67,231,245518000000,11363900
023530,1053.65,6.66,1053.65,1053.65,10300,0.64,252082000000,11646100,
023525,1053.67,6.68,1053.67,1053.67,16900,0.64,251946000000,11635800,
023520,1053.55,6.56,1053.55,1053.55,10300,0.63,251313000000,11618900,
023515,1053.6,6.61,1053.6,1053.6,89900,0.63,251162000000,11608600,235.0
023550,1053.81,6.82,1053.81,1053.81,44300,0.65,3.0,254106000000,11758400
023545,1053.9,6.91,1053.9,1053.9,33500,0.66,2.0,253448000000,11714100
023540,1053.49,6.5,1053.49,1053.49,44800,0.62,1.0,252767000000,11680600
023535,1053.65,6.66,1053.65,1053.65,17100,0.64,,252409000000,11663200
023610,1053.45,6.46,1053.45,1053.45,53500,0.62,7.0,257713000000,11936700
023605,1053.45,6.46,1053.45,1053.45,86900,0.62,6.0,256647000000,11883200
023600,1053.37,6.38,1053.37,1053.37,15000,0.61,5.0,254897000000,11796300
023555,1053.81,6.82,1053.81,1053.81,22900,0.65,4.0,254544000000,11781300
023630,1053.29,6.3,1053.29,1053.29,3000,0.6,11.0,259479000000,12010100
