t,c,ch,h,l,mv,ra,se,va,vo
021330,1046.99,0,1046.99,1046.99,0,0,143,0,0
021325,1046.99,0,1046.99,1046.99,0,0,142,0,0
021320,1046.99,0,1046.99,1046.99,0,0,141,0,0
021315,1046.99,0,1046.99,1046.99,0,0,140,0,0
021310,1046.99,0,1046.99,1046.99,0,0,139,0,0
021305,1046.99,0,1046.99,1046.99,0,0,138,0,0
021300,1046.99,0,1046.99,1046.99,0,0,137,0,0
021255,1046.99,0,1046.99,1046.99,0,0,136,0,0
021250,1046.99,0,1046.99,1046.99,0,0,135,0,0
021245,1046.99,0,1046.99,1046.99,0,0,134,0,0
021240,1046.99,0,1046.99,1046.99,0,0,133,0,0
021235,1046.99,0,1046.99,1046.99,0,0,132,0,0
021230,1046.99,0,1046.99,1046.99,0,0,131,0,0
021225,1046.99,0,1046.99,1046.99,0,0,130,0,0
021220,1046.99,0,1046.99,1046.99,0,0,129,0,0
021215,1046.99,0,1046.99,1046.99,0,0,128,0,0
021210,1046.99,0,1046.99,1046.99,0,0,127,0,0
021205,1046.99,0,1046.99,1046.99,0,0,126,0,0
021200,1046.99,0,1046.99,1046.99,0,0,125,0,0
021155,1046.99,0,1046.99,1046.99,0,0,124,0,0
021150,1046.99,0,1046.99,1046.99,0,0,123,0,0
021145,1046.99,0,1046.99,1046.99,0,0,122,0,0
021140,1046.99,0,1046.99,1046.99,0,0,121,0,0
021135,1046.99,0,1046.99,1046.99,0,0,120,0,0
021130,1046.99,0,1046.99,1046.99,0,0,119,0,0
021125,1046.99,0,1046.99,1046.99,0,0,118,0,0
021120,1046.99,0,1046.99,1046.99,0,0,117,0,0
021115,1046.99,0,1046.99,1046.99,0,0,116,0,0
021110,1046.99,0,1046.99,1046.99,0,0,115,0,0
021105,1046.99,0,1046.99,1046.99,0,0,114,0,0
021100,1046.99,0,1046.99,1046.99,0,0,113,0,0
021055,1046.99,0,1046.99,1046.99,0,0,112,0,0
021050,1046.99,0,1046.99,1046.99,0,0,111,0,0
021045,1046.99,0,1046.99,1046.99,0,0,110,0,0
021040,1046.99,0,1046.99,1046.99,0,0,109,0,0
021035,1046.99,0,1046.99,1046.99,0,0,108,0,0
021030,1046.99,0,1046.99,1046.99,0,0,107,0,0
021025,1046.99,0,1046.99,1046.99,0,0,106,0,0
021020,1046.99,0,1046.99,1046.99,0,0,105,0,0
021015,1046.99,0,1046.99,1046.99,0,0,104,0,0
021010,1046.99,0,1046.99,1046.99,0,0,103,0,0
021005,1046.99,0,1046.99,1046.99,0,0,102,0,0
021000,1046.99,0,1046.99,1046.99,0,0,101,0,0
020955,1046.99,0,1046.99,1046.99,0,0,100,0,0
020950,1046.99,0,1046.99,1046.99,0,0,99,0,0
020945,1046.99,0,1046.99,1046.99,0,0,98,0,0
020940,1046.99,0,1046.99,1046.99,0,0,97,0,0
020935,1046.99,0,1046.99,1046.99,0,0,96,0,0
020930,1046.99,0,1046.99,1046.99,0,0,95,0,0
020925,1046.99,0,1046.99,1046.99,0,0,94,0,0
020920,1046.99,0,1046.99,1046.99,0,0,93,0,0
020915,1046.99,0,1046.99,1046.99,0,0,92,0,0
020910,1046.99,0,1046.99,1046.99,0,0,91,0,0
020905,1046.99,0,1046.99,1046.99,0,0,90,0,0
020900,1046.99,0,1046.99,1046.99,0,0,89,0,0
020855,1046.99,0,1046.99,1046.99,0,0,88,0,0
020850,1046.99,0,1046.99,1046.99,0,0,87,0,0
020845,1046.99,0,1046.99,1046.99,0,0,86,0,0
020840,1046.99,0,1046.99,1046.99,0,0,85,0,0
020835,1046.99,0,1046.99,1046.99,0,0,84,0,0
020830,1046.99,0,1046.99,1046.99,0,0,83,0,0
020825,1046.99,0,1046.99,1046.99,0,0,82,0,0
020820,1046.99,0,1046.99,1046.99,0,0,81,0,0
020815,1046.99,0,1046.99,1046.99,0,0,80,0,0
020810,1046.99,0,1046.99,1046.99,0,0,79,0,0
020805,1046.99,0,1046.99,1046.99,0,0,78,0,0
020800,1046.99,0,1046.99,1046.99,0,0,77,0,0
020755,1046.99,0,1046.99,1046.99,0,0,76,0,0
020750,1046.99,0,1046.99,1046.99,0,0,75,0,0
020745,1046.99,0,1046.99,1046.99,0,0,74,0,0
020740,1046.99,0,1046.99,1046.99,0,0,73,0,0
020735,1046.99,0,1046.99,1046.99,0,0,72,0,0
020730,1046.99,0,1046.99,1046.99,0,0,71,0,0
020725,1046.99,0,1046.99,1046.99,0,0,70,0,0
020720,1046.99,0,1046.99,1046.99,0,0,69,0,0
020715,1046.99,0,1046.99,1046.99,0,0,68,0,0
020710,1046.99,0,1046.99,1046.99,0,0,67,0,0
020705,1046.99,0,1046.99,1046.99,0,0,66,0,0
